0,12152922084610829 1,3945701234924532
0,17609080197971672 1,394740738066007
0,25611809853926815 1,394740738066007
0,33614539509882135 1,394740738066007
0,4161726916583728 1,394740738066007
0,4962008917460903 1,3946786964028965
0,5762331577105453 1,3943374672557889
0,6562645201468378 1,3940582797717918
0,7362967861112928 1,393717050624684
0,8163317626602407 1,3931896964882449
0,8963708050859278 1,3923831548678087
0,9764134616242703 1,3913284465949305
1,0564610875675182 1,3899325091749444
1,1365163935001608 1,3880092176185193
1,2165775723658712 1,3856826552518762
1,2966504970977173 1,3825495512647965
1,376733360639367 1,3787339889835015
1,4568275182830703 1,3741429059133257
1,5369356806133183 1,3685901770649371
1,6170578476301127 1,362075802438336
1,691482075623691 1,3543050841337474
1,766429575499794 1,346286199176717
1,8270899318802165 1,3390802424819137
1,8866817200475037 1,3317839604246409
1,9449945807073394 1,3241489582581065
2,002338490234486 1,3164400231096989
2,0543455369457373 1,3088484870369033
2,105381325300593 1,3013414458005346
2,1564220830603524 1,293493175417058
2,2074663903950427 1,2854011699285044
2,2548690704890735 1,277585397559038
2,301709024637411 1,2699821122042543
2,3465946010318053 1,262081345028915
2,3965172426883665 1,2541543294576445
2,44140205455893 1,2463060590741677
2,488243091782694 1,238628403264245
2,535082982220713 1,2310294926421164
2,579967794091276 1,2231812222586398
2,6298904357478374 1,2152542066873693
2,674773718570737 1,207510929887618
2,725258148721151 1,1994357983678774
2,7763049407582923 1,1911731783057702
2,8273481832205043 1,1831542933487398
2,8783903608102346 1,1752085289232324
2,929428633867545 1,1675308731133098
2,981439798085715 1,159656604318625
3,0378150463621214 1,1518538311547628
3,0907928781531133 1,1442102982595508
3,148135338270494 1,1366008882790495
3,2077350190220404 1,1287626540469584
3,272041099734185 1,120999133386293
3,3391672399483365 1,1129213814126564
3,4105012164989787 1,1051269893155653
3,4901577780162523 1,0972799162273417
3,563485654179102 1,0910467971401747
3,643619567062032 1,0837258808931374
3,7237457999555623 1,0769323187825393
3,803865708151946 1,0705730483137141
3,8839797434152636 1,0646170486551074
3,9640870022173456 1,0591263614698294
4,044188839850445 1,0540079242632143
4,124283901022313 1,0493547995299277
4,204374444553359 1,0450118831121937
4,284460922207667 1,0409481541784569
4,36454017163666 1,0373807585496038
4,444616710481162 1,0339994879100822
4,524690086977088 1,0308353630914473
4,60475804230403 1,0280434882514755
4,684823287046479 1,025437738400835
4,764884465912189 1,0231111760341918
4,844943837721571 1,0209086969937697
4,92500049894646 1,0188923429426788
5,005053997822774 1,0170931347124745
5,085105237878677 1,0154490306400468
5,165154670878253 1,0139290098938398
5,2452022968215 1,012533072473854
5,325247212180255 1,0113232600431994
5,405291224010845 1,0101754892756554
5,485333880549188 1,0091207810027771
5,565374730031204 1,00819015605612
5,645414224220972 1,007352593604128
5,725453266646659 1,0065460519836917
5,805490502016018 1,0058635936894766
5,885527285621295 1,0052121562268166
5,965562713934325 1,004653781258822
6,045596335191028 1,0042194896170487
6,125631311739975 1,0036921354806094
6,205666288288923 1,0031647813441704
6,2856962954329685 1,002978656354839
6,365730368453752 1,0025133438815104
6,445760375597798 1,0023272188921788
6,525792641562253 1,0019859897450711
6,605824907526708 1,0016447605979635
6,6858522040862605 1,0016447605979635
6,765882211230306 1,001458635608632
6,845914025430679 1,0011484272930795
6,925944032574724 1,0009623023037482
7,005971329134277 1,0009623023037482
7,085998625693829 1,0009623023037482
7,1660259222533815 1,0009623023037482
7,246057736453755 1,0006520939881955
7,32608548477739 1,0006210731566405
7,406112781336942 1,0006210731566405
7,4861405296605765 1,0005900523250852
7,566170988568704 1,0003729065041984
7,6461946710156 1,0006210731566405
7,726223322867399 1,0005280106619745
7,806251974719197 1,000434948167309
7,886276560694257 1,0006210731566405
7,966307471366465 1,0003729065041984
8,046336123218264 1,0002798440095328
8,126363419777817 1,0002798440095328
8,206389361045122 1,0003729065041984
8,286418012896922 1,0002798440095328
8,366445309456475 1,0002798440095328
8,446472606016027 1,0002798440095328
8,52649990257558 1,0002798440095328
8,606527199135133 1,0002798440095328
8,686554495694685 1,0002798440095328
8,766581792254236 1,0002798440095328
8,84660908881379 1,0002798440095328
8,926636385373342 1,0002798440095328
9,006663681932894 1,0002798440095328
9,086690978492447 1,0002798440095328
9,166718275051998 1,0002798440095328
9,246745571611552 1,0002798440095328
9,326772868171105 1,0002798440095328
9,406800616494738 1,0002488231779776
9,486832430695113 0,9999386148624251
9,566859727254664 0,9999386148624251
9,646887023814218 0,9999386148624251
9,72691432037377 0,9999386148624251
9,806941616933322 0,9999386148624251
9,886968913492874 0,9999386148624251
